full_text;Location;Sentimen
Marapi Kembali Erupsi Keluarkan Dentuman Keras via @infosumbar https://t.co/Zw48cSF0G9 #infosumbar #GunungMarapi #Erupsi;Padang, Sumatera Barat;Negatif
Gunung Marapi Erupsi Status Level III Siaga Warga Diimbau Jauhi Aliran Lahar https://t.co/ShNfuP3O4E;Jakarta, Indonesia;Negatif
Gunung Marapi di Sumbar Kembali Erupsi Lontarkan Abu Setinggi 2.000 Meter https://t.co/xeT1bOw26U https://t.co/GsJj1UfUJG;Solo, Indonesia;Negatif
Woiii yg tereakÃÂ² nyuruh org Sumbar taubat abcdefg..z kamu tu mesti tau klo gunung erupsi tu ga cuma Marapi tp udah dimanaÃÂ².. Bencana itu udah dimanaÃÂ²... Perbaiki aja diri masingÃÂ² lagi males adu bacot gue... Ntar kaget pulak klo ilmu agama gue dah nambah;Sumatera Barat, Indonesia;Negatif
BNPB ingatkan warga patuh arahan pemda terkait erupsi Gunung Marapi https://t.co/g0pefTfds0;Sumatera Barat, Indonesia;Positif
Ter update !! Gunung Marapi Erupsi lagi asap sampai 2 KM https://t.co/L0Cu8YShYj #mulifachanel #seputarminang https://t.co/HY1Xt1l8NT;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Erupsi Kolom Abu Teramati 2.000 Meter Status Siaga Diterapkan https://t.co/4YtCCS5XfG;Padang, Sumatera Barat;Negatif
[ERUPSI G. MARAPI SUMATERA BARAT] Hai Kawan Mitigasi Telah terjadi erupsi G. Marapi di Sumatera Barat pada tanggal 30 Mei 2024 pukul 13.04 WIB. Saat ini Tingkat aktivitas G. Marapi berada pada level III (SIAGA). Masyarakat agar tetap mengikuti rekomendasi dari PVMBG. https://t.co/KdDizTccBv;Bandung, Indonesia;Negatif
Gunung Marapi di Sumatera Barat kembali erupsi lontarkan abu setinggi dua kilometer https://t.co/oBcE7L5JBl https://t.co/zVznY0Z6EM;Sumatera Barat, Indonesia;Negatif
Detik-detik gunung Marapi (30/5/2024) erupsi besar dengan dentuman keras yang disertai abu vulkanik... #gunungmarapi https://t.co/lgOJfDGhVD;Sumatera Barat, Indonesia;Negatif
Gunung Marapi yang berada di Sumatera Barat (Sumbar) kembali erupsi. Gunung Marapi mengalami erupsi dengan tinggi kolom abu yang mencapai sekitar 2.000 meter di atas puncak (sekitar 4.891 meter di atas permukaan laut). https://t.co/SsIvVmiV2J;Aceh, Indonesia;Negatif
Gunung Marapi Sumbar Kembali Erupsi Warga Diimbau Menjauh Radius 4 5 Kilometer https://t.co/gnNIFQpe9s;Jakarta, Indonesia;Negatif
Gunung Api Marapi di Sumatra Barat kembali erupsi pada Kamis (30/5/2024) pukul 13.04 WIB. Erupsi ini terekam di seismograf dengan amplitudo maksimum 30.4 mm dan durasi sekitar 2 menit 2 detik. #erupsi #SumatraBarat https://t.co/DYqx4NzbKB https://t.co/3ggn839brd;Jakarta, Indonesia;Negatif
Padahal cuma ngepost story gunung marapi yg lagi erupsi eh dikomen sama abang disuruh balekkk wkwk ga segampang itu ferguso;Sumatera Barat, Indonesia;Positif
Kirain marapi masi erupsi sampe jam segini dari tadi siang ternyata emang gw nggak buka Instagram dr tadi ;Jawa Tengah, Indonesia;Positif
&lt p&gt Gunung Marapi kembali erupsi pada Kamis (30/5) sehingga masyarakat tidak boleh melakukan kegiatan di wilayah radius 4 5 kilometer dari pusat erupsi (kawah Verbeek) Gunung Marapi&lt /p&gt  https://t.co/dC6XvustLe;Jakarta, Indonesia;Negatif
Telah terjadi erupsi G. Marapi Sumatera Barat pada tanggal 30 Mei 2024 pukul 13:04 WIB dengan tinggi kolom abu teramati ÃÂ± 2.000 m di atas puncak (ÃÂ± 4.891 m di atas permukaan laut). Kolom abu teramati berwarna kelabu dengan intensitas tebal condong ke arah barat laut. https://t.co/lrZ7Kn0eHL;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Erupsi Status Level (III) Siaga Nasional 30 May 2024 https://t.co/OhsLZx9plz;Sumatera Barat, Indonesia;Negatif
GUNUNG api Marapi di Sumatra Barat kembali erupsi pada Kamis (30/5) pukul 13.04 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 30.4 mm dan durasi sementara ini sekitar 2 menit 2 detik. https://t.co/CrQvTvpO1m;Jakarta, Indonesia;Negatif
Gunung Marapi di Sumbar Erupsi BNPB: Status Level Siaga https://t.co/CMjG9uvF3i #bnpb #erupsi #GunungMarapi #Sumbar;Jakarta, Indonesia;Negatif
Gunung Marapi di Sumatra Barat (Sumbar) kembali erupsi yang terlihat sangat jelas dari berbagai daerah di provinsi itu termasuk Kota Bukittinggi dengan lontaran abu vulkanik dua kilometer. #Erupsi #GunungMarapi #Sumbar #MedcomId https://t.co/8iO2B3Og70;Jakarta, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Lontarkan Abu Vulkanik 2 Kilometer https://t.co/dpnifJstmJ;Sumatera Barat, Indonesia;Negatif
Kolom Abu Setinggi 2.000 Meter Erupsi Gunung Marapi Disertai Dentuman Keras https://t.co/QB9lKWlANj;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Dentuman Terdengar Hingga Bukittinggi https://t.co/9W3cXtoxUR;Sumatera Barat, Indonesia;Negatif
Gunungapi Marapi di Sumatra Barat kembali erupsi pada Kamis (30/5) pukul 13.04 WIB. Erupsi ini terekam di seismograf dengan amplitudo maksimum 30.4 mm dan durasi sementara ini sekitar 2 menit 2 detik. Saat ini status Gunungapi Marapi berada pada Status Level III (Siaga). https://t.co/uMIUxljQLP;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Warga Diminta Tidak Masuk Kawasan Radius 4.5 km https://t.co/gGsmlJEJ64;Jakarta, Indonesia;Negatif
Gunung Marapi Sumbar Kembali Erupsi Lontarkan Abu Vulkanik 2.000 Meter https://t.co/P5yfBPez8k https://t.co/P5yfBPez8k;Jakarta, Indonesia;Negatif
Erupsi Gunungapi Marapi terpantau dari Posko Penanganan Darurat Galodo Kabupaten Agam di Kantor Kecamatan Sungai Pua pada Kamis (30/5/2024). Sumber video: BPBD Kab. Agam https://t.co/Iqky4JdwbI;Agam, Sumatera Barat;Negatif
ya allah marapi erupsi lagi;Sumatera Barat, Indonesia;Negatif
@ethadisaputra Komplit ujian untuk Ranah Minang Erupsi Marapi hampir 6bln banjir bandang gempa bumi puting beliung ÃÂ­ÃÂÃÂ³ÃÂÃÂ¨ÃÂÃÂÃÂÃÂ§ ÃÂ§ÃÂÃÂÃÂÃÂ ÃÂÃÂÃÂÃ;Sumatera Barat, Indonesia;Negatif
Gunung MarapiÃÂ di Sumatera Barat (Sumbar) kembali erupsiÃÂ yang terlihat sangat jelas dari berbagai daerah di provinsi itu termasuk Kota Bukittinggi dengan lontaran abu vulkanik dua kilometer.https://t.co/l8Pfu5hmMS;Bengkulu, Indonesia;Negatif
Gunung Marapi Sumbar Kembali Erupsi Lontarkan Abu Vulkanik 2.000 Meter https://t.co/IljvrKMqSu;Jakarta, Indonesia;Negatif
Gunung Marapi Sumbar Erupsi Semburkan Abu Vulkanik Setinggi 2 KM https://t.co/ND6sUo1UCQ;Jakarta, Indonesia;Negatif
Saat ini Gunung Marapi berada pada Status Level III (Siaga). Karena potensi erupsi masih ada masyarakat yang tinggal di sekitar Gunung Marapi diminta tetap waspada termasuk potensi banjir lahar dingin. #erupsigunungmarapi #gunungmarapi #awanpanas #levelsiaga #sumatrabarat;Jakarta, Indonesia;Negatif
Gunung Marapi di Sumatra Barat kembali erupsi Kamis (30/5) siang. Petugas Gunung Api mengatakan tinggi kolom abu teramati 2.000 meter di atas puncak atau 4.891 meter di atas permukaan laut. Kolom abu teramati berwarna kelabu dengan intensitas tebal condong ke arah barat laut. https://t.co/qPzlxj6qyC;Jakarta, Indonesia;Negatif
Kesaksian Warga Bukittinggi Saat Erupsi Gunung Marapi: Bunyi Keras 'Dum!' #newsupdate #update #news #text https://t.co/ZMcvkaowVZ;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Lontarkan Abu Vulkanik 2 Kilometer https://t.co/9TSo4EUuNw;Sumatera Barat, Indonesia;Negatif
Marapi erupsi Ã¯Â¸Â;Wakatobi, Sulawesi Tenggara;Negatif
Page 147 of 366 Erupsi Marapi banjir bandang lahar dingin Marapi (Galodo) semalam badai kencang trus hari ini gempa.. Oh Sumbar ku.. ;Kota Batam, Riau;Negatif
Ini serius dri td udh 4 kali astagfirullah:) Ga habis2 bencana alam dri awal marapi erupsi;Sumatera Barat, Indonesia;Positif
@mrrizki_24 @padangmenfess marapi aman tidak erupsi;Manado, Indonesia;Positif
Terjadi erupsi G. Marapi pada hari Minggu 26 Mei 2024 pukul 03:50 WIB. Tinggi kolom letusan teramati ÃÂ± 1000 m di atas puncak (ÃÂ± 3891 m di atas permukaan laut). Kolom abu teramati berwarna kelabu dengan intensitas tebal ke arah selatan. https://t.co/Pu37HKRL1q;Sumatera Barat, Indonesia;Negatif
Marapi erupsi https://t.co/kJCEArXEeQ;Lampung, Indonesia;Negatif
- Gunung Marapi di Sumatera Barat mengalami erupsi menjelang waktu Subuh Minggu (26/5) dini hari. Erupsi itu disertai lontaran abu vulkanik yang tercatat mencapai 1 kilometer lebih dari puncak. https://t.co/ZylnHT0MT1;Jakarta, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Minggu 26 Mei 2024 pukul 03:50 WIB tinggi kolom abu teramati ÃÂ± 1000 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 30 mm dan durasi 63 detik. https://t.co/b1NLBRRI1q via @id_magma https://t.co/V6OQkoEFVm;Bandung, Indonesia;Negatif
@InfoHumasBMKG betulkah td malam Marapi erupsi lg... @infoSumbar https://t.co/UYtY7qXUBm;Kota Surabaya, Jawa Timur;Negatif
al-fatihah untuk korban md erupsi gunung marapi ;Jawa Barat, Indonesia;Negatif
Update terbaru perkembangan Korban erupsi Marapi Sumbar tanggal 6 Desember 2023@infosumbar @humaspoldasumbar https://t.co/EoM0giEHkY;Jawa Barat, Indonesia;Negatif
Alhamdulillah korban terakhir yang terdata telah di temukan jenis kelamin perempuan atas nama Siska demikian informasi di sampaikan dari posko pencarian erupsi Gunung Marapi. https://t.co/QaIpRSEzJv;Jawa Barat, Indonesia;Positif
Update Perkembangan Evakuasi Korban Pendaki Erupsi Marapi Wujud Bentuk Simpati Tim gabungan yang terdiri dari TNI-Polri BPBD dan para relawan terus melakukan pencarian korban erupsi Gunung Marapi Sumbar. https://t.co/z6cThvsL1s;Bekasi, Jawa Barat;Positif
Pendirian Dapur Umum Untuk Korban Erupsi Gunung Marapi #BersamaHadapiBencana Wujud Bentuk Simpati Polri melalui Polda Sumatera Barat (Sumbar) mendirikan dapur umum untuk masyarakat terdampak erupsi Gunung Marapi Sumbar Selasa (5/12). . https://t.co/nrKmJ1YwV9;Jawa Barat, Indonesia;Positif
Update Perkembangan Evakuasi Korban Pendaki Erupsi Marapi Saat ini diketahui sebanyak 75 orang berhasil dievakuasi dengan keterangan korban meninggal dunia sebanyak 23 orang dan korban selamat 52 orang. #BersamaHadapiBencana https://t.co/5XysVrCWKr;Jawa Barat, Indonesia;Positif
Wujud Bentuk Simpati Polri melalui jajaran Polda Sumatera Barat (Sumbar) bersinergi dengan jajaran TNI BPBD dan relawan masih terus melakukan pencarian korban yang diakibatkan erupsi Gunung Marapi Sumbar. #BersamaHadapiBencana https://t.co/hx7McRkt6S;Jawa Barat, Indonesia;Positif
Wujud Bentuk Simpati Polri melalui jajaran Polda Sumatera Barat (Sumbar) bersinergi dengan jajaran TNI BPBD dan relawan masih terus melakukan pencarian korban yang diakibatkan erupsi Gunung Marapi Sumbar. https://t.co/xiYTLzYQDU;Yogyakarta, Indonesia;Positif
Update Perkembangan Evakuasi Korban Pendaki Erupsi Marapi Wujud Bentuk Simpati Tim gabungan yang terdiri dari TNI-Polri BPBD dan para relawan terus melakukan pencarian korban erupsi Gunung Marapi Sumbar. https://t.co/M6clAQVrTj;Yogyakarta, Indonesia;Positif
Data terbaru korban erupsi Marapi dirilis oleh @bpbd.kotabukittinggi per pukul 18.21 WIB (5/12/2023). Data korban dengan kode hitam tercatat 1. Irfandi Putra (21) 2. M Wilky Syahputra (20) 3. Aditya Prasetyo (20) 4. Afranda Junaidi (26) 5. Yashirli Amri (20) 6. Divo Suhendra (26 https://t.co/gpD9myWKO1;Jawa Barat, Indonesia;Negatif
proses evakuasi jenazah pendaki korban erupsi Gunung Marapi di Kabupaten Agam Sumatera Barat Mohon doanya ya semoga berjalan lancar sungguh sangat tidak mudah di bawah bayang2 erupsi belum lagi medan yang terjal https://t.co/CLZUtGsR9l;Bogor, Jawa Barat;Positif
Update data korban erupsi Gunung Marapi dengan status Sudah Turun dan Dalam Pencarian per Selasa (5/12/2023) pukul 07.00 WIB dari Basarnas lewat WAG Marapi. Lewat data tersebut 57 orang pendaki sudah turun dan 18 orang lainnya masih dalam status dalam pencarian. https://t.co/H8m8MC3o2r;Jawa Barat, Indonesia;Positif
Gunung MarapiÃÂ diÃÂ Sumatera BaratÃÂ alami erupsi pada Minggu (3/12). Hingga saat ini petugas gabungan telah mengevakuasi 75 orang di posko. https://t.co/iWqCnrREqa #suaramerdeka #suaramerdekacom #promedia #gunungmarapi #marapi #sumaterabarat #erupsi #basarnas #korban #gunung https://t.co/kbjQQz8XLd;Jakarta, Indonesia;Positif
Bersama Saling Waspada Polri melalui jajaran Polda Sumatera Barat melaksanakan evakuasi terhadap korban dari letusan erupsi gunung Marapi Sumatera Barat Senin (4/12). #SiagaPangkalSelamat https://t.co/fit2VMpp9B;Jawa Barat, Indonesia;Positif
https://t.co/RKiU6DUjHc korban akibat erupsi gunung marapi 11 meninggal dunia #marapi;Bandung, Jawa Barat;Negatif
Evakuasi Korban Erupsi Marapi Terkendala dengan Letusan Gunung https://t.co/UMoTua50QQ Via @SINDOnews #Relasi;Jawa Barat, Indonesia;Negatif
Update Perkembangan Evakuasi Korban Pendaki Erupsi Marapi Wujud Bentuk Simpati Tim gabungan yang terdiri dari TNI-Polri BPBD dan para relawan terus melakukan pencarian korban erupsi Gunung Marapi Sumbar. Saat ini diketahui sebanyak 75 orang berhasil dievakuasi https://t.co/32PBKAIR7E;Buleleng, Indonesia;Positif
Update Perkembangan Evakuasi Korban Pendaki Erupsi Marapi Wujud Bentuk Simpati Tim gabungan yang terdiri dari TNI-Polri BPBD dan para relawan terus melakukan pencarian korban erupsi Gunung Marapi Sumbar. Saat ini https://t.co/ODw17YxG3d;Jawa Timur, Indonesia;Positif
Update Perkembangan Evakuasi Korban Pendaki Erupsi Marapi Wujud Bentuk Simpati Tim gabungan yang terdiri dari TNI-Polri BPBD dan para relawan terus melakukan pencarian korban erupsi Gunung Marapi Sumbar. #BersamaHadapiBencana https://t.co/T3wzX51nCr;Klungkung, Indonesia;Positif
Update Perkembangan Evakuasi Korban Pendaki Erupsi Marapi Wujud Bentuk Simpati Tim gabungan yang terdiri dari TNI-Polri BPBD dan para relawan terus melakukan pencarian korban erupsi Gunung Marapi Sumbar. Saat ini diketahui sebanyak 75 orang berhasil dievakuasi https://t.co/vMUONqQmcI;Jawa Timur, Indonesia;Positif
Update Perkembangan Evakuasi Korban Pendaki Erupsi Marapi Wujud Bentuk Simpati Tim gabungan yang terdiri dari TNI-Polri BPBD dan para relawan terus melakukan pencarian korban erupsi Gunung Marapi Sumbar. Saat ini diketahui sebanyak 75 orang berhasil dievakuasi dengan keterang https://t.co/WcbJoeyln1;Buleleng, Indonesia;Positif
@cakimiNOW Padang lagi berduka cak Gunung Marapi meletus mengeluarkan erupsi.. ;Padang, Sumatera Barat;Negatif
Gunung Lewotobi Laki-laki Semeru Marapi Ibu dan Dukono meletus bersamaan pada Kamis (7/11/2024). Beberapa gunung berapi lain juga mengalami kenaikan aktivitas vulkanik. Mengapa gunung api erupsi bisa meletus di waktu bersamaan? Apa penyebabnya? Simak penjelasannya dalam video https://t.co/hRBxBoRea9;Jakarta, Indonesia;Negatif
Naik Level Siaga Gunung Marapi Sumbar Meletus 3 Kali Pagi Ini Kolom Abu Erupsi Capai 800 Meter https://t.co/LqCDWzxQf8;Jakarta, Indonesia;Negatif
Naik Level Siaga Gunung Marapi Sumbar Meletus 3 Kali Pagi Ini Kolom Abu Erupsi Capai 800 Meter https://t.co/Y2dYCTYitG lewat @tribunnews;Manado, Indonesia;Negatif
Gunung Kembali Marapi Meletus! Video Viral Warga Jorong Batang Gadis saat Erupsi https://t.co/ED5Vo7A2Ao;Jakarta, Indonesia;Negatif
Gunung Marapi Sumatera Barat Sabtu sore (26/10) kembali meletus semburkan material abu Vulkanik setinggi 1000 meter dari permukaan kawah. Letusan juga diiringi dentuman yang cukup keras. #GunungMarapi #Marapi #Erupsi #MetroTV https://t.co/dvO98F6KSA;Jakarta, Indonesia;Negatif
@zakiberkata Gunung Kelud erupsi pkl 11 malam. Gunung Agung erupsi pkl 7 malam. Gunung Marapi 2024 erupsi pkl 12 malam. Ya mungkin tidak semua. Tapi kalau meletusnya malam hari nuansa seramnya lebih nendang;Sumatera Barat, Indonesia;Negatif
BARU SAJA Marapi Bergejolak! Gunung Marapi Meletus Hari Ini 16 Januari 2023! Erupsi Marapi https://t.co/gZcQGakRdi;Papua Barat, Indonesia;Negatif
3 Gunung serentak ERUPSI. Gunung Anak Krakatau Gunung Kerinci dan Gunung Marapi. Semoga lekas normal dan Tetap waspada dan jaga keamanan. source instagram : krakatau_ca_cal piknikkerinci laurayayunita #erupsi #meletus #anakkrakatau #gunungkerinci #gunungmarapi #alamnesia https://t.co/VtF5OdWpnd;Jakarta, Indonesia;Positif
Aktivitas gunung Marapi di Sumatra Barat terus meningkat sejak kembali meletus sabtu lalu. KPJ #SeputariNewsRCTI #SeputariNews #RCTI #News #erupsi #terkini #abuvulkanik #gunungmarapi #padang #sumatrabarat https://t.co/erJpjHjp5R;Jakarta, Indonesia;Negatif
Gunung Marapi di Sumbar mengalami erupsi atau meletus pagi tadi. Saat erupsi terjadi dilaporkan ada 40 orang yang sedang melakukan pendakian di gunung tersebut. https://t.co/oPTcHxVlUx;Jakarta, Indonesia;Negatif
'Darurat Meletus' Gunung Marapi 11 Kali Erupsi Warga Setempat Harus Mengungsi https://t.co/GI42Hxt910;Jakarta, Indonesia;Negatif
Gunung Marapi Masih Erupsi Sampai Siang Ini 11 Kali MeletusÃÂ https://t.co/FXE9mHJqZA;Sumatera Barat, Indonesia;Negatif
Gunung Marapi di Kab.Tanah Datar Sumbar telah meletus 6x hingga minggu malam. Erupsi tsb menyebabkan hujan abu di Kec.Pariangan. #iNewsMalam https://t.co/To0RL1qU4C;Jakarta, Indonesia;Negatif
Gunung Marapi Masih Erupsi Sampai Siang Ini 11 Kali Meletus: Bukittinggi https://t.co/8iaRjDaFY0 Aktifitas https://t.co/RlexOpv8kJ https://t.co/OtLxfZKJSt;Jakarta Timur, DKI Jakarta;Negatif
Gunung Marapi Sumatera Barat Meletus dan Erupsi Radius 3 KM Diperingatkan Tak Boleh ... https://t.co/povJr7OJUB https://t.co/g5plG9kHBA;Jakarta, Indonesia;Negatif
Terjadi erupsi di Gunung Marapi akibat efek meletusnya Gunung Sinabung. Rencanapun tertunda.;Padang, Sumatera Barat;Negatif
http://t.co/VcKf17rmoK : GUNUNG MARAPI MELETUS : Gunung Marapi Delapan Kali Erupsi - gunung di bukittinggi... http://t.co/TPOvzui3LB;Solo, Indonesia;Negatif
GUNUNG MARAPI MELETUS : Gunung Marapi Delapan Kali Erupsi http://t.co/0ZhJC0O684;Yogyakarta, Indonesia;Negatif
GUNUNG MARAPI MELETUS : Gunung Marapi Delapan Kali Erupsi http://t.co/ek2WBtTGkA;Yogyakarta, Indonesia;Negatif
GUNUNG MARAPI MELETUS : Gunung Marapi Delapan Kali Erupsi http://t.co/bbIJwRW2ux;Yogyakarta, Indonesia;Negatif
GUNUNG MARAPI MELETUS : Gunung Marapi Delapan Kali Erupsi #Berita #Kabar;Yogyakarta, Indonesia;Negatif
GUNUNG MARAPI MELETUS : Gunung Marapi Delapan Kali Erupsi http://t.co/Vaa3YezUno;Yogyakarta, Indonesia;Negatif
#OpenFollow GUNUNG MARAPI MELETUS : Gunung Marapi Delapan Kali Erupsi http://t.co/dgOLxlVYJV #TeamFollowBack;Jawa Tengah, Indonesia;Negatif
GUNUNG MARAPI MELETUS : Gunung Marapi Delapan Kali Erupsi http://t.co/ohGauaJ1Gm;Solo, Indonesia;Negatif
#TuitSolo GUNUNG MARAPI MELETUS : Gunung Marapi Delapan Kali Erupsi #Solo #Tuit;Parahyangan, Jawa Barat;Negatif
kemaren si ayah bilang dah 3x gunung meletus gw belom lulus jg barusan gw liat di tipi gunung marapi erupsi berarti nambah 4 gunungnya -_-;Bandung, Indonesia;Negatif
Gunung Marapi di Sumatra Barat Meletus Hujan Abu di Batipuh: Gunung Marapi yang berstatus waspada mengalami erupsi pada hari ini 2...;Jakarta, Indonesia;Negatif
Erupsi mulu kapan meletusnya? Wkwkw @Metro_TV: Gunung Marapi Erupsi Sore Tadi http://t.co/aNPuQIsr9s ;Manado, Indonesia;Negatif
Gunung #Marapi di #Sumbar erupsi pada 16.15 WIB: meletus selama 38 detik tinggi asap letusan tidak teramati karena tertutup kabut.;Sumatera Barat, Indonesia;Negatif
Belum lama kelud erupsi sekarang gunung marapi di sumatra meletus-_-;Jakarta, Indonesia;Negatif
sejak gw idup baru 3 kali gw tau gunung marapi sumbar erupsi alias meletus ._. tapi 1 kali doang yg liat asapnya keluar #miris;Sumatera Barat, Indonesia;Negatif
YaAllah semua gunung meletus..tanda2 mau kiamat:( @republikaonline: Gunung Marapi Alami Erupsi http://t.co/dudWEpKmv9 ;Manado, Indonesia;Negatif
Gng sinabung msh meletus gng marapi erupsi jkt banjir besar manado banjir bandang...indonesia hrs kuat...;Jakarta, Indonesia;Negatif
Gunung Marapi di Sumatera Barat Kembali Meletus: Erupsi gunung tersebut diungkapkan PVMBG Kota Bukittinggi Warseno. http://t.co/XPXr3IIv7t;Bukittinggi, Indonesia;Negatif
Gunung Marapi di Sumatera Barat Kembali Meletus: Erupsi gunung tersebut diungkapkan PVMBG Kota Bukittinggi Warseno. http://t.co/LINXNIEjFf;Bukittinggi, Indonesia;Negatif
Gunung Marapi di Sumatera Barat Kembali Meletus: Erupsi gunung tersebut diungkapkan PVMBG Kota Bukittinggi Warseno. http://t.co/aeWadCjr2A;Bukittinggi, Indonesia;Negatif
Ads: http://t.co/9rCpKgtwNk Gunung Sinabung Meletus 2 Kali Gunung Marapi Erupsi 5... http://t.co/q1e2Aunf4e Ads: http://t.co/9rCpKgtwNk;Banjarmasin, Indonesia;Negatif
#NewsUpdate #jokowi Gunung Sinabung Meletus 2 Kali Gunung Marapi Erupsi 5 Kali http://t.co/SrvMoxoJ0g;Banjarmasin, Indonesia;Negatif
Gunung Sinabung Meletus 2 Kali Gunung Marapi Erupsi 5 Kali: Gunung Marapi yang terletak di Kabupaten Tanah Da... http://t.co/FPVERseiSb;Banjarmasin, Indonesia;Negatif
Gunung Sinabung Meletus 2 Kali Gunung Marapi Erupsi 5 Kali: Gunung Marapi yang terletak di Kabupaten Tanah Datar... http://t.co/ieGZbVEpdd;Jakarta, Indonesia;Negatif
Gunung Sinabung Meletus 2 Kali Gunung Marapi Erupsi 5 Kali http://t.co/D19RlH37Eu;Sumatera Barat, Indonesia;Negatif
